,fecha,hora_declarada,ruta,operador,tipo_aeronave,total_abordo,pasajeros_abordo,tripulacion_abordo,total_fatalidades,pasajeros_fatalidades,tripulacion_fatalidades,tierra_fatalidades
1047,1948-07-16,1800,Pacific Ocean between Hong Kong and Macao,Cathay Pacific Airways,Consolidated OA-10 Catalina,26,23,3,25,22,3,0
1048,1948-07-24,1730,"Cap-des-Rosiers, Quebec, Canada",Rimouski Airlines,Douglas DC-3,29,27,2,29,27,2,0
1049,1948-07-29,915,"Buenos Aires, Argentina",ALFA,Short Sandringham 2 (flying boat),24,18,6,18,16,2,0
1050,1948-07-29,,"Tsingtao, China",Civil Air Transport,Curtiss C-46D-20-CU,19,16,3,19,16,3,0
1051,1948-08-01,940,"Karachi, Pakistan",Onzeair,Avro 691 Lancastrian (flying boat),4,0,4,4,0,4,0
1052,1948-08-01,2355,"1,200 miles off Dakar, Atlantic Ocean",Air France,Latecoere 631 (flying boat),52,40,12,52,40,12,0
1053,1948-08-09,845,"Port Underwood, New Zealand",New Zealand National Airways,Douglas C-47B,2,0,2,2,0,2,0
1054,1948-08-20,,"La Guaira, Venezuela",Avensa,Douglas C-47A,3,0,3,3,0,3,0
1055,1948-08-29,1705,"Near Winona, Minnesota",Northwest Orient Airlines,Martin 202,37,33,4,37,33,4,0
1056,1948-08-31,,"Near Elizabethville, Belgium Congo",Sabena,Douglas DC-3 (Douglas C-47A-10-DK),13,10,3,13,10,3,0
1057,1948-09-02,2015,"Near Quirindi, Australia",Australian National Airways,Douglas DC-3,13,10,3,13,10,3,0
1058,1948-09-30,1250,"Balkhash, Kazakhstan",Aeroflot,Lisunov LI-2,15,11,4,15,11,4,0
1059,1948-10-02,1030,"Near Trondheim, Norway",Norwegian Airlines,Short Sandringham 6 (flying boat),45,38,7,19,16,3,0
1060,1948-10-12,1300,"Near Yevlakh, Azerbaijan, USSR",Aeroflot,Ilyushin Il12,10,4,6,10,4,6,0
1061,1948-10-21,35,"Prestwick Airport, Scotland",KLM Royal Dutch Airlines,Lockheed 049-46-25 Constellation,40,30,10,40,30,10,0
1062,1948-10-23,1415,"Mt. Ruapehu, New Zealand",New Zealand National Airways,Lockheed 10A Electra,13,10,3,13,10,3,0
1063,1948-10-25,1400,"Georgian SSR, USSR",Aerflot,Lisunov Li-2,18,14,4,18,14,4,0
1064,1948-10-27,1650,"Near Edmonton, Alberta, Canada",Northwest Orient Airlines,Douglas C-54A,5,0,5,2,0,2,0
1065,1948-11-03,1050,"Near Glossop, England",Military - U.S. Air Force,Boeing B-29A Superfortress,13,0,13,13,0,13,0
1066,1948-11-04,445,"Cape Spencer, Alaska",Pacific Alaska Air Freight,Douglas DC-3,17,15,2,17,15,2,0
1067,1948-11-08,740,"Mt. Macedon, Australia",Australian National Airways,Douglas DC-3,23,19,4,3,0,3,0
1068,1948-11-11,1815,"Liverpool, England",Mannin Airways,de Havilland DH-89A Dragon Rapide,8,6,2,7,5,2,0
1069,1948-11-22,,"Near Ryzhovo, Russia",Aeroflot,Lisunov Li-2,26,21,5,23,18,5,
1070,1948-11-26,1115,"Vehari, Pakistan",Pakistan Airways,Douglas DC-3,21,16,5,21,16,5,0
1071,1948-12-05,,"Kiangwan, China",Central Air Transport,Curtiss C-46,40,37,3,9,7,2,0
1072,1948-12-06,1030,"Milan, Italy","Avio Linee ItalianeAvio Linee Italiane",Douglas C-47,7,6,1,7,6,1,0
1073,1948-12-12,,"Taipei, Taiwan",China National Aviation Corporation,Douglas DC-3,10,8,2,2,0,2,0
1074,1948-12-15,600,"Near Bogata, Colombia",LANSA,Douglas C-47,30,27,3,30,27,3,0
1075,1948-12-21,1637,"Near Pilos, Greece",Ceskoslovenske Aerolinie,Douglas DC-3,24,19,5,24,19,5,0
1076,1948-12-21,1400,"Basalt Island, Hong Kong",China National Aviation Corporation,Douglas C-54B-5-DO,33,29,4,33,29,4,0
1077,1948-12-23,930,"Near Madrid, Spain",Iberia Airlines,Douglas DC-3 (C-47-DL),27,24,3,27,24,3,0
1078,1948-12-28,413,"Off San Juan, Puerto Rico",Airborne Transport,Douglas DC-3DST,32,29,3,32,29,3,0
1079,1948-12-31,1752,"Mt. Argentari, Italy",Pan African Air Charter,Douglas DC-3,13,8,5,13,8,5,0
1080,1949-01-02,2205,"Seattle, Washington",Seattle Air Charter,Douglas DC-3 (C-47A-DL),30,27,3,14,11,3,0
1081,1949-01-05,,"Caravelas Bay, Brazil",British South American Airways,Avro 685 York 1,17,11,6,3,3,0,0
1082,1949-01-06,0720,"Brandywine, Maryland",Coastal Cargo,Douglas C-47A,2,0,2,2,0,2,0
1083,1949-01-11,,"Near Pelotas, Brazil",Viacao Aerea Gaucha S.A.,Lockheed 18 Lodestar,12,8,4,12,8,4,0
1084,1949-01-15,,"Ras-el-Tin, Egypt",Pan African Air Charter,Douglas C-54 Skymaster,30,,,30,,,0
1085,1949-01-16,,"Near Srinagar, India",Dalmia Jain Airways,Douglas DC-3,13,4,9,13,4,9,0
1086,1949-01-17,1340,"Atlantic Ocean, off Bermuda",British South American Airways,Avro 688 Tudor 4B,20,13,7,20,13,7,0
1087,1949-01-17,0950,"Near Succoth Glen, Lochgoilhead, Scotland",Military - U.S. Air Force,Boeing B-29A Superfortress,20,16,4,20,16,4,0
1088,1949-01-20,2005,"Homer, Alaska",Alaska Airlines,Douglas DC-3C,6,3,3,5,3,2,0
1089,1949-01-30,1622,"Port Washington, New York",Pan American World Airways,Lockheed L-749 / Cessna 140,35,23,12,2,1,1,0
1090,1949-02-02,1600,"Trinity Bay, Newfoundland",Saint Lawrence Airways,Avro Anson,10,,,6,,,0
1091,1949-02-04,,"Castel Benito, Libya",Skyways of London,Douglas C-54A-1-DO Skymaster,53,44,9,1,0,1,0
1092,1949-02-05,,"Buenaventura Bay, Colombia",AVIANCA,Consolidated PBY-5A Catalina,14,10,4,3,1,2,0
1093,1949-02-08,1956,"Off Copenhagen, Denmark",Scandinavian Airlines (SAS),Vickers 628 Viking 1B,27,23,4,27,23,4,0
1094,1949-02-10,,"Near Huanuco, Peru",Faucett,Douglas DC-3,16,13,3,16,13,3,0
1095,1949-02-19,0945,"Near Coventry, Warks, England",British European Airways / Military - British,Douglas DC-3 / Avro Anson,14,6,8,14,6,8,0
1096,1949-02-24,0800,"Near Cuzco, Peru",TAM (Peru),Douglas C-47,26,22,4,22,20,2,0
1097,1949-02-24,1100,"Braemar Resevoir, Hong Kong",Cathay Pacific Airways,Douglas DC-3,23,19,4,23,19,4,0
1098,1949-03-10,0950,"Coolangatta, Australia",Queensland Airlines,Lockheed 18 Lodestar,22,19,3,22,19,3,0
1099,1949-03-15,,"Berlin, Germany",Skyways,Avro 685 York I,3,0,3,3,0,3,0
1100,1949-03-18,0940,"Near Waikanae, New Zealand",New Zealand National Airways,Lockheed 18 Lodestar,15,13,2,15,13,2,0
1101,1949-04-29,1220,"Near Mironovo, Russia",Aeroflot,Lisunov Li-2,24,18,6,14,11,3,0
1102,1949-05-04,1704,"Superga, Italy",Avio Linee Italiane,FIAT G-212CP,31,27,4,31,27,4,0
1103,1949-05-04,1210,"Near Portland, Dorset, England",Bristop Aeroplane Company,Bristol 170 Freighter 31 Mark II,7,0,7,7,0,7,0
1104,1949-05-07,1600,"Sibuyan Sea, off the Philippine island of Elalat",Philippine Air Lines,Douglas DC-3,13,10,3,13,10,3,0
1105,1949-05-13,1410,"Near  Novosibirsk, Russia",Aeroflot,Ilyushin IL-12,25,20,5,25,20,5,0
1106,1949-06-06,1900,"Malahasa Attica, Greece",Tech - Aeronautical Explotiation,Douglas DC-3,22,18,4,22,18,4,0
1107,1949-06-07,1400,"Near Florianpolis, Brazil",Military - Brazilian Air Force,Douglas C-47B,27,21,6,27,21,6,0
1108,1949-06-07,0025,"San Juan, Puerto Rico",Strato Freight,Curtiss C-46D-5-CU,81,75,6,53,52,1,0
1109,1949-06-23,1055,"Off Bari, Italy",KLM Royal Dutch Airlines,Lockheed 749-79-33 Constellation,33,23,10,33,23,10,0
1110,1949-07-02,0215,"Near Guildford, Australia",Mac Roberston-Miller Airlines,Douglas C-47A-20-DL,18,14,4,18,14,4,0
1111,1949-07-12,0743,"Chatsworth, California",Standard Airlines,Curtiss C-46E-1-CS,48,44,4,35,32,3,0
1112,1949-07-12,0350,"Near Bombay, India",KLM Royal Dutch Airlines,Lockheed L-749-79-33 Constellation,45,34,11,45,34,11,0
1113,1949-07-13,,"Jamnagar, Gujarat state, India",Indian Air Force,Hawker Hunter,2,1,1,2,1,1,14
1114,1949-07-19,2101,"Seattle, Washington",Air Transport Associates,Curtiss C-46F-1-CU,32,28,4,2,2,0,4
1115,1949-07-21,1135,"Marga, Russia",Aeroflot,Ilyushin IL-12,14,8,6,13,8,5,0
1116,1949-07-30,1045,"Chesterfield, New Jersey",Eastern Air Lines / Military - USN,Douglas DC-3 -201D/ F-6-F- 5 Hellcat,16,12,4,16,12,4,0
1117,1949-08-02,1130,"Jaquirana, Brazil",Varig,Curtiss C-46D-10-CU,36,30,6,5,4,1,0
1118,1949-08-03,,"Sao Francisco Bay, Brazil",Lineas Aéreas Brasil,Douglas DC-3,30,,,5,,,0
1119,1949-08-06,,"Salasaca, Ecuador",Shell Co of Ecuador,Bristol 170 Freighter 21,34,31,3,34,31,3,0
1120,1949-08-09,,"Salalah, Oman",Military - Royal Air Force,Douglas C-47B,12,,,12,,,0
1121,1949-08-13,1330,"Near Bogota, Colombia",SAETA,Douglas C-47,32,29,3,32,29,3,0
1122,1949-08-15,0340,"Off Lurga Point, Ireland",Transocean Air Lines,Douglas DC-3 (C-54A-DO),58,49,9,8,7,1,0
1123,1949-08-19,1302,"Near Oldham, England",British European Airways,Douglas DC-3,32,29,3,24,21,3,0
1124,1949-08-21,2330,"Near Bigstone Lake, Manitoba",Military - Royal Canadian Air Force,Consolidated Canso (amphibian),21,14,7,21,14,7,0
1125,1949-08-27,0800,"Leopoldville, Zaire",Sabena,Douglas C-47B-5-DK,20,17,3,5,3,2,0
1126,1949-09-09,1045,"Sault-aux-Cochons, PQ, Canada",Canadian Pacific Air Lines,Douglas DC-3,23,19,4,23,19,4,0
1127,1949-09-26,1330,"Mt. Popocatepetl, Mexico",Mexicana,Douglas DC-3,24,21,3,24,21,3,0
1128,1949-09-27,,"Near Castilla, Argentina",Flota Aérea Mercante Argentina,Douglas C-54A-1-DO,27,20,7,5,2,3,0
1129,1949-10-09,,"Cheyenne, Wyoming",Slick Airways,Curtiss C-46E-1-CS,4,2,2,4,2,2,0
1130,1949-10-28,0250,"San Miguel Island, Azores",Air France,Lockheed 749-79-33 Constellation,48,37,11,48,37,11,0
1131,1949-11-01,1145,"Arlington, Virginia",Eastern Air Lines / Military - Bolivian Air Force,Douglas C-54B / P-38,55,51,4,55,51,4,0
1132,1949-11-04,2134,"Akron, Ohio",Harrington's Inc,Douglas DC-3,3,0,3,3,0,3,0
1133,1949-11-16,,"Calcutta, India",Royal Indian Air Force,Tempest,2,0,2,1,0,1,14
1134,1949-11-20,1656,"Near Oslo, Norway",Aero Holland,Douglas C-47A,35,31,4,34,30,4,0
1135,1949-11-26,1200,"Near Bucaramanga, Colombia",LANSA,Douglas DC-3,12,9,3,12,9,3,0
1136,1949-11-29,0549,"Dallas, Texas",American Airlines,Douglas DC-6,46,41,5,28,26,2,0
1137,1949-11-29,1645,"Chaleyssin, France",Air France,Douglas DC-4,38,33,5,5,1,4,0
1138,1949-12-01,1900,"Taquaracucu, Brazil",REAL,Douglas DC-3 (C-47-DL),22,18,4,20,16,4,0
1139,1949-12-07,1715,"Vallejo, California",Arrow Airlines,Douglas DC-3,9,6,3,9,6,3,0
1140,1949-12-09,,"Near Lanchow, China",Civil Air Transport,Curtiss C-46D-CU,38,36,2,38,36,2,0
1141,1949-12-10,,"Near Hoikow, China",Civil Air Transport,Curtiss C-46D-CU,40,,,17,,,0
1142,1949-12-12,2045,"Washington, D.C.",Capital Airlines,Douglas DC-3-313A,23,20,3,6,4,2,0
1143,1949-12-12,2151,"Jungshahi, Pakistan",Pakair,Douglas DC-3,26,22,4,26,22,4,0
1144,1949-12-16,0600,"Orizaba, Mexico",Mexicana,Douglas DC-3,17,13,4,17,13,4,0
1145,1949-12-18,2030,"Aulnay-sous-Bois, France",Sabena,Douglas C-47A-60-DL,8,4,4,8,4,4,0
1146,1949-12-30,,"Comilla, Pakistan",Bharat Airways,Douglas C-54A-DO,7,6,1,7,6,1,0
1147,1950-01-05,,"Sverdlovsk, Russia",Military - Soviet Air Force,Lisunov Li-2,19,,,19,,,0
1148,1950-01-18,,"Albacete, Spain",Ejercito del Aire,Casa 352,16,13,3,16,13,3,0
1149,1950-01-20,1200,"Near Vacas, Bolivia",Military - Bolivian Air Force,Douglas C-47,32,28,4,32,28,4,1
1150,1950-01-24,,"Near Tamatave, Madagascar",Societe Transatlantique Aerienne,Douglas C-47A-50-DL,14,11,3,14,11,3,0
1151,1950-01-24,,"Iloilo,Philippines",Philippine Air Lines,Douglas DC-3,4,1,3,4,1,3,0
1152,1950-01-26,1409,"Near Snag, Yukon Territory",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),44,36,8,44,36,8,0
1153,1950-02-02,445,North Sea,KLM Royal Dutch Airlines,Douglas DC-3,7,0,7,7,0,7,0
1154,1950-02-27,731,"Near Prague, Czechoslovakia",Ceskoslovenske Aerolinie,Douglas C-47A-15-DK,30,27,3,5,2,3,0
1155,1950-03-07,2059,"Minneapolis, Minnesota",Northwest Orient Airlines,Martin 202,13,10,3,13,10,3,2
1156,1950-03-10,,"Saigon, Vietnam",Societe Indochinoise de Transport Aeriens,Bristol 170 Freighter 21,4,1,3,4,1,3,0
1157,1950-03-12,1450,"Llandow Airport, Cardiff, Wales",Fairflight Ltd.,Avro 689 Tudor 5,83,78,5,80,75,5,0
1158,1950-03-25,,"Ankara, Turkey",Devlet Hava Yollairi,Douglas DC-3,15,11,4,15,11,4,0
1159,1950-03-28,1730,"Off Cap-Ferret, France",SEMAF,Latecoere 631 (sea plane),12,0,12,12,0,12,0
1160,1950-04-05,356,"Hatiara, India",Deccan Airways,Douglas C-47A,3,0,3,3,0,3,0
1161,1950-04-13,,"Near Hastings, England",British European Airways,Vickers 610 Viking 1B,32,28,4,0,0,0,0
1162,1950-04-15,1700,"Santa Ana, Colombia",Lineas Aéreas Nacionales,Douglas C-47 (DC-3),4,0,2,2,0,2,0
1163,1950-04-21,2325,"Near Atsugi, Japan",Military - U.S. Air Force,Douglas C-54D,35,27,8,35,27,8,0
1164,1950-05-02,,"Chimborazo, Ecuador",AVIANCA,Douglas C-47DL,15,12,3,15,12,3,0
1165,1950-05-18,2059,"Lagens Air Force Base, Azores",Military - U.S. Air Force,Boeing B-29,16,5,11,16,5,11,0
1166,1950-05-23,1020,"Myrtle Beach, South Carolina",Military - U.S. Air Force,Curtiss C-46D,39,35,4,39,35,4,0
1167,1950-05-24,,"Near Pasto, Colombia",LANSA,Douglas C-47,27,24,3,26,23,3,0
1168,1950-05-27,1729,"Teterboro, New Jersey",Regina Cargo Airlines,Curtiss C-46F-1-CU,2,0,2,1,0,1,0
1169,1950-05-30,,"Near Ilheus, Brazil",Aerovias Brasil,Douglas DC-3,15,11,4,13,9,4,0
1170,1950-06-05,2203,Atlantic Ocean off Florida,Westair Transport,Curtiss C-46-F-1-CU,65,62,3,28,28,0,0
1171,1950-06-09,1900,"Near Fonseca, Colombia",New Tribes Mission,Douglas DC-3-178,15,12,3,15,12,3,0
1172,1950-06-13,116,Off Bahrain,Air France,Douglas DC-4-1009,52,44,8,46,40,6,0
1173,1950-06-14,153,Bahrain,Air France,Douglas DC-4,53,45,8,40,37,3,0
1174,1950-06-15,153,"Bahrain, Bahrain",Air France,Douglas DC-4,53,45,8,40,37,3,
1175,1950-06-23,2325,"Lake Michigan, 18 NNW of Benton Harbor, Michigan",Northwest Orient Airlines,Douglas DC-4,58,55,3,58,55,3,0
1176,1950-06-26,2300,"York, Australia",Ansett ANA,Douglas DC-4-1009,29,24,5,29,24,5,0
1177,1950-07-07,,"Busan, South Korea",Military - U.S. Air Force,Douglas C-54G,23,18,5,23,18,5,0
1178,1950-07-09,130,"Casablanca, Morocco",Aigle Azur,Douglas DC-3,29,25,4,22,18,4,0
1179,1950-07-17,,"Near Pathankot, India",Indian National Airlines,Douglas DC-3,22,18,4,22,18,4,0
1180,1950-07-18,,"Near Bocoio, Angola",DTA Angola Airlines,Douglas DC-3,9,6,3,9,6,3,0
1181,1950-07-23,1022,"Myrtle Beach, North Carolina",Military - U.S. Air Force,Curtiss C-46 Commando,39,35,4,39,35,4,0
1182,1950-07-27,430,"Off O-shima Island, Japan",Military - U.S. Air Force,Douglas C-47D,26,23,3,25,22,3,0
1183,1950-07-28,1925,"Porte Alegre, Brazil",Panair do Brasil,Lockheed 049 Constellation,50,43,7,50,43,7,0
1184,1950-07-29,300,"Tunbukta, Algeria",Cie Air Transport,Bristol 170 Freighter 21,26,22,4,26,22,4,0
1185,1950-07-30,1300,"Algrete, Brazil","SAVG (S.A. Viacao Gaucha, )SAVG",Lockheed 18 LodeStar,12,10,2,12,10,2,0
1186,1950-07-30,544,"Karaganda, Russia",Aeroflot,Ilyushin IL-12,25,19,6,25,19,6,0
1187,1950-08-05,2200,"Near Fairfield, California",Military - U.S. Air Force,Boeing B-29MR,20,0,20,12,0,12,7
1188,1950-08-22,237,"Near Eagle, Colorado",American Airlines,Douglas DC-6,59,54,5,1,1,0,0
1189,1950-08-25,,"Kampong Jenera, Malaysia",Military - Royal Air Force,Douglas C-47B,12,7,5,12,7,5,0
1190,1950-08-31,203,"Near Wadi Natrun, Egypt",Trans World Airlines,Lockheed 749A Constellation,55,48,7,55,48,7,0
1191,1950-09-04,1410,"Utica, New York",Robinson Airlines,Douglas DC-3,23,20,3,16,13,3,0
1192,1950-09-14,,"Tehran, Iran",Iran Air,Douglas DC-3,8,5,3,8,5,3,0
1193,1950-09-20,520,"Kwajalein, Marshall Islands",Military - U.S. Navy,Douglas R5D-3,26,19,7,26,19,7,0
1194,1950-09-21,,"Near Zagreb, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,11,7,4,10,6,4,0
1195,1950-09-23,1400,"Karlstad, Sweden",Svenska Aero,Avro Ninteen I,10,9,1,10,9,1,0
1196,1950-09-26,425,"Near Kyushu Island, Japan",Military - U.S. Air Force,Douglas C-54D-DC (DC-4),51,43,8,23,18,5,0
1197,1950-10-13,740,"Casablanca, Morocco",Air Atlas,Douglas DC-3,7,4,3,4,1,3,0
1198,1950-10-13,1049,"Almelund, Minnisota",Northwest Orient Airlines,Martin 202,6,3,3,6,3,3,0
1199,1950-10-17,1545,"London, England",British European Airways,Douglas C-47A,29,24,5,28,24,4,0
1200,1950-10-31,1954,"London Heathrow, England",British European Airways,Vickers 610 Viking-1B,30,26,4,28,24,4,0
1201,1950-11-03,943,"Mont Blanc, France",Air India,Lockheed 749 Constellation,48,40,8,48,40,8,0
1202,1950-11-07,815,"Near Butte, Montana",Northwest Orient Airlines,Martin 202,21,17,4,21,17,4,0
1203,1950-11-13,1800,"Mt.  Tete de L'Obiou, France",Curtiss-Reid Flying Services Ltd. (Canada),Douglas C-54B-1-DC,58,51,7,58,51,7,0
1204,1950-11-17,,"Surabaya, Indonesia",Garuda Indonesia Airlines,Douglas DC-3,23,20,3,2,0,2,0
1205,1950-11-21,1750,"Near Moran Junction, Wyoming",New Tribes Mission,Douglas DC-3,21,18,3,21,18,3,0
1206,1950-11-23,,"Cuzco, Peru",Faucett,Douglas DC-3,9,5,4,9,5,4,0
1207,1950-11-25,,"Khitka, Bhutan",Indamer,Douglas C-47A,3,0,3,3,0,3,0
1208,1950-12-01,,"Near Chamaran, Iran",Iran Air,Douglas DC-3,8,7,1,8,7,1,0
1209,1950-12-08,1937,"Bangui, French Equatorial Africa",T.A. Intercontinentaux,Douglas C-54A,56,50,6,46,43,3,0
1210,1950-12-09,,"Ruig Piner, France",Air Atlas,Douglas DC-3,7,4,3,5,2,3,0
1211,1950-12-13,,"Katagiri, India",Air India,Douglas DC-3,21,17,4,21,17,4,0
1212,1950-12-13,1330,"Londrina, Brazil",VASP,Douglas DC-3,31,25,6,0,0,0,3
1213,1950-12-14,910,"Ribeirao, Brazil",VASP,Douglas DC-3,20,16,4,1,1,0,1
1214,1950-12-15,1330,"Valera, Venezuela",Avensa,Douglas C-47-DL,31,28,3,31,28,3,0
1215,1950-12-19,730,"Near Baguio, Philippines",Military - U.S. Air Force,Douglas C54E-DO (DC-4),38,31,7,38,31,7,0
1216,1950-12-22,1353,"Penticton, British Columbia, Canada",Canadian Pacific Air Lines,Douglas DC-3,18,15,3,2,0,2,0
1217,1950-12-30,2209,"Santiago del Estado, Argentina",Aerolineas Argentinas,Douglas DC-3,18,13,5,17,12,5,0
1218,1951-01-12,1450,"Ixopo, South Africa",United Airways,de Havilland Dove 1,12,10,2,12,10,2,0
1219,1951-01-13,,"Mt. Bukit, Besar,Thailand",Air Carriers,Douglas DC-3,10,7,3,10,7,3,0
1220,1951-01-14,1413,"Philadelphia, Pennsylvania",National Airlines,Douglas DC-4-1009,28,25,3,7,6,1,0
1221,1951-01-16,1214,"Near Reardan, Washington",Northwest Orient Airlines,Martin 202,10,7,3,10,7,3,0
1222,1951-01-17,1436,"Near Civitavecchia, Italy",Alitalia,Savoia Marchetti SM-95,17,12,5,14,10,4,0
1223,1951-01-28,840,"Near An tung, Taiwan",Military -Royal Air Force,Short Sunderland 9 (flying boat),14,7,7,14,7,7,0
1224,1951-01-31,1645,"Off Hafnarfjorour, Iceland",Icelandair,Douglas DC-3,20,17,3,20,17,3,0
1225,1951-02-01,,"Off Terceira, Portugal",Military - Portuguese Air Force,Douglas C-54,14,,,14,,,0
1226,1951-02-03,1430,"Near Mt. Cameroon, Buea, British Cameroons",Air France,Douglas DC-4,29,23,6,29,23,6,0
1227,1951-02-14,,"Yali, Colombia",Lineas Aéreas Nacionales,Curtiss C-46A,2,0,2,2,0,2,0
1228,1951-03-02,912,"Sioux City, Iowa",Mid Continent Airlines,Douglas DC-3,25,21,4,16,13,3,0
1229,1951-03-11,,"Mt. Butler, Hong Kong",Pacific Overseas Airways,Douglas DC-4,24,20,4,24,20,4,0
1230,1951-03-21,1720,"Corozal, Colombia",LANSA,Douglas C-47,29,26,3,29,26,3,0
1231,1951-03-22,1730,"Off Florianopolis, Brazil",Cruzeiro,Douglas DC-3,14,10,4,3,3,0,0
1232,1951-03-23,50,Over the North Atlantic,Military - U.S. Air Force,Douglas C-124A Globemaster,53,48,5,53,48,5,0
1233,1951-03-25,442,"Irkutsk, Russia",Aeroflot,Lisunov LI-2,13,9,4,12,8,4,0
1234,1951-03-26,,"Rio Grande, Argentina",Aerolineas Argentinas,Douglas DC-3,24,20,4,11,8,3,2
1235,1951-03-27,,"Manchester, England",Air Transport Charter,Douglas C-47A-75-DL Dakota 3,3,0,3,2,0,2,0
1236,1951-04-02,,"Bogota, Colombia",AVIANCA,Douglas DC-3,26,24,2,26,24,2,0
1237,1951-04-06,2030,"Refugio Pass, near Santa Barbara, California",Southwest Airways,Douglas DC-3,22,19,3,22,19,3,0
1238,1951-04-08,1135,"Near Charleston, West Virginia",Military - U.S. Air Force,Douglas C-47B-DK,21,18,3,21,18,3,0
1239,1951-04-09,,"Cape d'Arguilar, Hong Kong",Siamese Airways,Douglas DC-3,16,11,5,16,11,5,0
1240,1951-04-25,1149,"Key West, Florida",Cubana de Aviacion / Military -  US Navy,Douglas DC-4 /Beechcraft SMB-1,43,34,9,43,34,9,0
1241,1951-04-28,1932,"Fort Wayne, Indiana",United Air Lines,Douglas DC-3,11,8,3,11,8,3,0
1242,1951-05-06,1230,"Near Albuquerque, New Mexico",Military - U.S. Air Force,Convair B-36D,25,0,25,23,0,23,0
1243,1951-05-08,1412,"Bordeaux, France",Hunting Air Travel,Vickers 639 Viking 1,32,27,5,2,0,2,0
1244,1951-05-18,1910,"Rancharia,  Brazil",VASP,Douglas DC-3,7,4,3,7,4,3,0
1245,1951-06-03,1345,"New Boston, Texas",Military - U.S. Air Force,Fairchild C-82,10,0,10,10,0,10,0
1246,1951-06-06,1740,"Rio de Janeiro, Brazil",Lineas Aéreas Trans. Brasileira,Douglas DC-3D,19,16,3,2,1,1,0
1247,1951-06-13,600,"Medellin, Colombia",Sociedad Aeronautica Medellin,Douglas C-47A,3,0,3,3,0,3,0
1248,1951-06-22,325,"Near Sanoyea, Liberia",Pan American World Airways,Lockheed 049 Constellation,40,31,9,40,31,9,0
1249,1951-06-29,,"Near Rijeka, Yugoslavia",JAT Yugoslav Airlines,Junkers 52/3m,14,11,3,14,11,3,0
1250,1951-06-30,200,"Rocky Mountain Nat. Park, near Ft. Collins, Colorado",United Air Lines,Douglas DC-6B,50,45,5,50,45,5,0
1251,1951-07-12,2245,"Lyneham AFB, England",Military - Royal Air Force,Vickers Valetta C-1,10,0,10,10,0,10,0
1252,1951-07-12,,"Near Tezpur, India",Indamer,Douglas C-47B,3,0,3,3,0,3,0
1253,1951-07-12,,"Aracaju, Brazil",Loide Aereo Nacional,Douglas DC-3,33,28,5,33,28,5,0
1254,1951-07-16,907,"Off Lae, New Guinea",Qantas,de Havilland DHA-3 Drover II,7,5,2,7,5,2,0
1255,1951-07-20,,"Thudamot, China",Air Outre-Mer,Douglas C-47A,3,0,3,3,0,3,0
1256,1951-07-21,2255,"Near Sitka, Alaska",Canadian Pacific Air Lines,Douglas C-54A,37,31,6,37,31,6,0
1257,1951-07-24,545,"Gao, Mali",Sabena,Douglas DC-3,3,0,3,3,0,3,0
1258,1951-07-29,,"Cochabamba, Bolivia",Loide Aéreo Nacional,Curtiss C-46A,7,4,3,7,4,3,0
1259,1951-08-08,2100,"Barilla Bay, Australia",Trans Australia Airlines,,2,0,2,2,0,2,0
1260,1951-08-11,925,"Moisville, France",Air France,Douglas DC-3D,5,0,5,5,0,5,0
1261,1951-08-17,,"Ubatuba, Brazil",REAL,Douglas DC-3,10,,,10,,,0
1262,1951-08-24,428,"Decoto, California",United Air Lines,Douglas DC-6B,50,44,6,50,44,6,0
1263,1951-09-08,1900,"Sao Paulo, Brazil",VASP,Douglas DC-3,13,9,4,13,9,4,3
1264,1951-09-12,1230,"Off Ialas Baeares, Spain",Societe Alpes Provence,Douglas DC-3,39,36,3,39,36,3,0
1265,1951-09-12,1146,"Off Redwood City, California",United Air Lines,Boeing 377 Stratocruiser 10-34,3,0,3,3,0,3,0
1266,1951-09-15,,"Bangalore, India",Air India,Douglas C-47A-30-DK Dakota III,28,24,4,22,21,1,0
1267,1951-09-27,,Near Tachikawa Air Base,Military - US Air Force,Fairchild C-119C-15-FA Flying Boxcar,14,0,14,14,0,14,0
1268,1951-09-29,,"La Paz, Bolivia",Frigorifico Cooperativo Los Andes,Curtiss C-46D-15-CU,27,24,3,27,24,3,0
1269,1951-10-08,,"Cerro Blanco, Mexico",Aero Transportes,Douglas DC-3,8,5,3,8,5,3,0
1270,1951-10-15,,"East Griqualand, South Africa",South African Airways,Douglas DC-3,17,13,4,17,13,4,0
1271,1951-10-15,,North Atlantic,Military - U.S. Air Force,Boeing C-97A Stratofreighter,12,9,3,12,9,3,0
1272,1951-10-17,1855,"Mt. Benson, BC, Canada",Queen Charlotte Airlines,Consolidated PBY-5A Catalina,23,20,3,23,20,3,0
1273,1951-10-22,,"Skopje, Yugoslavia",JAT Yugoslav Airlines,Douglas DC-3,12,9,3,12,9,3,0
1274,1951-10-27,1900,"Near Flores, Guatemala",Military - Guatemalan Air Force,Douglas C-47,29,25,4,27,23,4,0
1275,1951-11-05,929,"Near Tucumcari, New Mexico",Transocean Air Lines,Martin 202,29,26,3,1,1,0,0
